Column1;Thématique;contenu_poste
134;éolienne;"Erwan1972 (d) 22 juin 2011 à 11:57 (CEST)[répondre]
Bonjour. Il y a effectivement deux articles ""énergie éolienne"" et ""éolienne"". Certains  aspects sont certes redondants entre les deux articles, mais avant tout, selon mon point de vue, il y a sur certains aspects confusion des genres. Dès lors que l'on parle de puissance installée dans tel ou tel pays, on est dans l'industrie avec des constructeurs, des exploitants et des distributeurs. Il y a des conditions du marché, un prix de l'éolien, etc. Ainsi par parallélisme avec le nucléaire, je pense qu'il conviendrait d'avoir trois articles : ""énergie éolienne"" (axé sur les principes et problématiques énergétiques : positionnement de l'éolien dans le bilan énergétique des différents pays), ""éolienne"" (techniques anciennes, actuelles et futures des éoliennes) et surtout ""industrie éolienne"" (opérateurs, acteurs institutionnels, prix, marché, applications, éolien en mer, réglementation, coordinations multilatérales ou internationale, etc). Cordialement.Roland45 (d) 26 juin 2011 à 11:49 (CEST)[répondre]
D'accord avec toi Rolland45. Grand débutant, j'ai retouché hier toute une section sur la production électrique et je me rends compte aujourd'hui que l'article ""énergie éolienne"" ressemble beaucoup à ""éolienne"". Où mettre l'info alors ?
L'organisation que tu proposes me plaît bien, mais comme je suis débutant je sais pas comment vous procédez pour faire ce genre de modifs. Changement en direct au fur et à mesure, pages brouillons en attendant d'avoir un résultat correct, bandeaux pour avertir du travail en cours ?
La finalité c'est, est-ce que mon travail sera efficace et utile si j'organise seulement une partie (ou un aspect) de ces articles de la façon dont tu le proposes ? Vu la taille des articles, je me vois mal les reprendre entièrement, même sur du long terme.
--Thibault Lemaitre (d) 5 août 2011 à 20:36 (CEST)[répondre]
Bonjour, je suis le sujet de loin, néanmois je te fais part de ma vision. Si tu souhaites réorganiser les articles, je pense que le plus simple serait de proposer dans un brouillon, le plan des 3 articles que tu proposes de modifier/réorganiser afin d'avoir des avis critiques et constructif, au lieu de te lancer pas à pas dans une réorganisation qui sera mis à mal par des reverts. De plus cela permettrait à tous d'avoir une vue d'ensemble des 3 articles. Skiff (d) 6 août 2011 à 06:54 (CEST)[répondre]
Merci pour l'info, je me doutais un peu de la réponse et vu la charge de travail que ça représente je ne vais pas m'en occuper pour le moment (même si un gros tri serait bien nécessaire).--Thibault Lemaitre (d) 6 août 2011 à 12:58 (CEST)[répondre]"
135;éolienne;"Bonjour. Il y a effectivement deux articles ""énergie éolienne"" et ""éolienne"". Certains  aspects sont certes redondants entre les deux articles, mais avant tout, selon mon point de vue, il y a sur certains aspects confusion des genres. Dès lors que l'on parle de puissance installée dans tel ou tel pays, on est dans l'industrie avec des constructeurs, des exploitants et des distributeurs. Il y a des conditions du marché, un prix de l'éolien, etc. Ainsi par parallélisme avec le nucléaire, je pense qu'il conviendrait d'avoir trois articles : ""énergie éolienne"" (axé sur les principes et problématiques énergétiques : positionnement de l'éolien dans le bilan énergétique des différents pays), ""éolienne"" (techniques anciennes, actuelles et futures des éoliennes) et surtout ""industrie éolienne"" (opérateurs, acteurs institutionnels, prix, marché, applications, éolien en mer, réglementation, coordinations multilatérales ou internationale, etc). Cordialement.Roland45 (d) 26 juin 2011 à 11:49 (CEST)[répondre]
D'accord avec toi Rolland45. Grand débutant, j'ai retouché hier toute une section sur la production électrique et je me rends compte aujourd'hui que l'article ""énergie éolienne"" ressemble beaucoup à ""éolienne"". Où mettre l'info alors ?
L'organisation que tu proposes me plaît bien, mais comme je suis débutant je sais pas comment vous procédez pour faire ce genre de modifs. Changement en direct au fur et à mesure, pages brouillons en attendant d'avoir un résultat correct, bandeaux pour avertir du travail en cours ?
La finalité c'est, est-ce que mon travail sera efficace et utile si j'organise seulement une partie (ou un aspect) de ces articles de la façon dont tu le proposes ? Vu la taille des articles, je me vois mal les reprendre entièrement, même sur du long terme.
--Thibault Lemaitre (d) 5 août 2011 à 20:36 (CEST)[répondre]
Bonjour, je suis le sujet de loin, néanmois je te fais part de ma vision. Si tu souhaites réorganiser les articles, je pense que le plus simple serait de proposer dans un brouillon, le plan des 3 articles que tu proposes de modifier/réorganiser afin d'avoir des avis critiques et constructif, au lieu de te lancer pas à pas dans une réorganisation qui sera mis à mal par des reverts. De plus cela permettrait à tous d'avoir une vue d'ensemble des 3 articles. Skiff (d) 6 août 2011 à 06:54 (CEST)[répondre]
Merci pour l'info, je me doutais un peu de la réponse et vu la charge de travail que ça représente je ne vais pas m'en occuper pour le moment (même si un gros tri serait bien nécessaire).--Thibault Lemaitre (d) 6 août 2011 à 12:58 (CEST)[répondre]"
136;éolienne;"D'accord avec toi Rolland45. Grand débutant, j'ai retouché hier toute une section sur la production électrique et je me rends compte aujourd'hui que l'article ""énergie éolienne"" ressemble beaucoup à ""éolienne"". Où mettre l'info alors ?"
137;éolienne;L'organisation que tu proposes me plaît bien, mais comme je suis débutant je sais pas comment vous procédez pour faire ce genre de modifs. Changement en direct au fur et à mesure, pages brouillons en attendant d'avoir un résultat correct, bandeaux pour avertir du travail en cours ?
138;éolienne;La finalité c'est, est-ce que mon travail sera efficace et utile si j'organise seulement une partie (ou un aspect) de ces articles de la façon dont tu le proposes ? Vu la taille des articles, je me vois mal les reprendre entièrement, même sur du long terme.
139;éolienne;"--Thibault Lemaitre (d) 5 août 2011 à 20:36 (CEST)[répondre]
Bonjour, je suis le sujet de loin, néanmois je te fais part de ma vision. Si tu souhaites réorganiser les articles, je pense que le plus simple serait de proposer dans un brouillon, le plan des 3 articles que tu proposes de modifier/réorganiser afin d'avoir des avis critiques et constructif, au lieu de te lancer pas à pas dans une réorganisation qui sera mis à mal par des reverts. De plus cela permettrait à tous d'avoir une vue d'ensemble des 3 articles. Skiff (d) 6 août 2011 à 06:54 (CEST)[répondre]
Merci pour l'info, je me doutais un peu de la réponse et vu la charge de travail que ça représente je ne vais pas m'en occuper pour le moment (même si un gros tri serait bien nécessaire).--Thibault Lemaitre (d) 6 août 2011 à 12:58 (CEST)[répondre]"
140;éolienne;"Bonjour, je suis le sujet de loin, néanmois je te fais part de ma vision. Si tu souhaites réorganiser les articles, je pense que le plus simple serait de proposer dans un brouillon, le plan des 3 articles que tu proposes de modifier/réorganiser afin d'avoir des avis critiques et constructif, au lieu de te lancer pas à pas dans une réorganisation qui sera mis à mal par des reverts. De plus cela permettrait à tous d'avoir une vue d'ensemble des 3 articles. Skiff (d) 6 août 2011 à 06:54 (CEST)[répondre]
Merci pour l'info, je me doutais un peu de la réponse et vu la charge de travail que ça représente je ne vais pas m'en occuper pour le moment (même si un gros tri serait bien nécessaire).--Thibault Lemaitre (d) 6 août 2011 à 12:58 (CEST)[répondre]"
141;éolienne;Merci pour l'info, je me doutais un peu de la réponse et vu la charge de travail que ça représente je ne vais pas m'en occuper pour le moment (même si un gros tri serait bien nécessaire).--Thibault Lemaitre (d) 6 août 2011 à 12:58 (CEST)[répondre]
142;éolienne;En France le diamètre des retors évolue majoritairement entre 43 m et 90 m. La plus grande que j'aie pu trouver (en qqes mn de recherche) est la Nordex N100/2500 avec un rotor de 100 m de diamètre. On la trouve sur les parcs éoliens de Germinon (51), Les Coudrays (18) et Les Mistandines (18). Il en existe peut-être de plus grandes puisque les plus grandes actuellement commercialisées dans le monde font 126 m de diamètre et des rotors de 140 m sont en développement. Qui dit mieux donc ?Roland45 (d) 26 juin 2011 à 11:26 (CEST)[répondre]
143;éolienne;"Il semble, vues les autres contributions de Utilisateur :Erwan1972, que ses critères soient que tout ce qui tire à vue sur les éoliennes soit admissible. La mise en forme ne semble pas non plus être dans ses soucis premiers. Lanredec (d) 4 novembre 2011 à 14:34 (CET)[répondre]
Moué. Cela va encore car la section ""Bibliographie"" n'est pas encore trop étoffée, mais un jour ou l'autre il y aura un coup de balai dans cette section pour ne garder que le vraiment notable et ""de référence"". --Jean-Christophe BENOIST (d) 4 novembre 2011 à 15:28 (CET)[répondre]
Sans parler de la bonne qualité des refs, la section biographie à deux références. En supprimer une, revient à en retirer 50%. Vu la pauvreté de la section, cela me semble pas très opportun.
Je suis d'accord avec le fait que les pro éoliens saccagent régulièrement la page (en particulier la section inconvénient). Et après leur passage il est difficile de tout restaurer tout en ne supprimant pas les ajouts pertinent.
cdt Erwan1972 (d) 4 novembre 2011 à 19:41 (CET)[répondre]
Oui, c'est ce que j'ai écrit ci-dessus : on laisse principalement car la bibliographie est pauvre. Mais quand elle sera plus étoffée.. on verra ! Cordialement --Jean-Christophe BENOIST (d) 4 novembre 2011 à 21:19 (CET)[répondre]"
144;éolienne;"Moué. Cela va encore car la section ""Bibliographie"" n'est pas encore trop étoffée, mais un jour ou l'autre il y aura un coup de balai dans cette section pour ne garder que le vraiment notable et ""de référence"". --Jean-Christophe BENOIST (d) 4 novembre 2011 à 15:28 (CET)[répondre]
Sans parler de la bonne qualité des refs, la section biographie à deux références. En supprimer une, revient à en retirer 50%. Vu la pauvreté de la section, cela me semble pas très opportun.
Je suis d'accord avec le fait que les pro éoliens saccagent régulièrement la page (en particulier la section inconvénient). Et après leur passage il est difficile de tout restaurer tout en ne supprimant pas les ajouts pertinent.
cdt Erwan1972 (d) 4 novembre 2011 à 19:41 (CET)[répondre]
Oui, c'est ce que j'ai écrit ci-dessus : on laisse principalement car la bibliographie est pauvre. Mais quand elle sera plus étoffée.. on verra ! Cordialement --Jean-Christophe BENOIST (d) 4 novembre 2011 à 21:19 (CET)[répondre]"
145;éolienne;Sans parler de la bonne qualité des refs, la section biographie à deux références. En supprimer une, revient à en retirer 50%. Vu la pauvreté de la section, cela me semble pas très opportun.
146;éolienne;Je suis d'accord avec le fait que les pro éoliens saccagent régulièrement la page (en particulier la section inconvénient). Et après leur passage il est difficile de tout restaurer tout en ne supprimant pas les ajouts pertinent.
147;éolienne;"cdt Erwan1972 (d) 4 novembre 2011 à 19:41 (CET)[répondre]
Oui, c'est ce que j'ai écrit ci-dessus : on laisse principalement car la bibliographie est pauvre. Mais quand elle sera plus étoffée.. on verra ! Cordialement --Jean-Christophe BENOIST (d) 4 novembre 2011 à 21:19 (CET)[répondre]"
148;éolienne;Oui, c'est ce que j'ai écrit ci-dessus : on laisse principalement car la bibliographie est pauvre. Mais quand elle sera plus étoffée.. on verra ! Cordialement --Jean-Christophe BENOIST (d) 4 novembre 2011 à 21:19 (CET)[répondre]
149;éolienne;"Remarque judicieuse, je trouve. Tout à fait d'accord. --Jean-Christophe BENOIST (d) 11 janvier 2012 à 15:37 (CET)[répondre]
Cette approche de définition ne convient pas. Un moulin a vent transforme aussi l’énergie du vent en énergie mécanique pour moudre les grains. De même une voile de navire répond aussi à cette définition, elle transforme l’énergie du vent en propulsion (énergie cinétique du navire). Un éolien est un générateur d'électricité. J'ai encore jamais vue un éolien pompant de l'eau ; cette utilisation reste anecdotique voir farfelu. De plus déplacer la partie Avantages et critiques, comme elle traite pas seulement des problèmes lié à l’énergie mais financement, santé, publique, C02, elle serait encore plus mal placée dans la page énergie éolienne. cdt Erwan1972 (d) 11 janvier 2012 à 21:12 (CET)[répondre]
Je suis d'accord avec la proposition de réorganisation, il y a actuellement mélanges de sujets et redondances entre les 2 articles; par contre l'essentiel du chapitre Avantages et critiques a probablement sa place dans le présent article. Abaca (d) 11 janvier 2012 à 21:53 (CET)[répondre]
D'accord pour faire une séparation claire (en faisant des transferts dans Energie éolienne). Avant de te lancer, je te conseillerais de proposer un plan pour éviter de te faire reverter brutalement (l'article est parfois la proie des pros et antis éoliennes). Au passage, si tu peux rajouter un topo sur cà, ça serait super, bon courage. Skiff (d) 12 janvier 2012 à 06:26 (CET)[répondre]
Pour aller dans le même sens, j'avais posté en décembre dernier dans ""fond de l'article"" ce commentaire : ""Je trouve un peu regrettable que cet article, nonobstant sa qualité indiscutable, fasse la part belle aux aérogénérateurs et ne parle pas ou presque des autres utilisations de l'énergie récupérée, dont le pompage, la mouture, ... En effet les conditions de choix d'un site, par exemple, ne sont pas les mêmes selon le type d'éolienne à installer"". Ce serait bien d'en tenir compte dans la réorganisation...--Jack in the box (d) 27 janvier 2012 à 11:55 (CET)[répondre]"
150;éolienne;"Cette approche de définition ne convient pas. Un moulin a vent transforme aussi l’énergie du vent en énergie mécanique pour moudre les grains. De même une voile de navire répond aussi à cette définition, elle transforme l’énergie du vent en propulsion (énergie cinétique du navire). Un éolien est un générateur d'électricité. J'ai encore jamais vue un éolien pompant de l'eau ; cette utilisation reste anecdotique voir farfelu. De plus déplacer la partie Avantages et critiques, comme elle traite pas seulement des problèmes lié à l’énergie mais financement, santé, publique, C02, elle serait encore plus mal placée dans la page énergie éolienne. cdt Erwan1972 (d) 11 janvier 2012 à 21:12 (CET)[répondre]
Je suis d'accord avec la proposition de réorganisation, il y a actuellement mélanges de sujets et redondances entre les 2 articles; par contre l'essentiel du chapitre Avantages et critiques a probablement sa place dans le présent article. Abaca (d) 11 janvier 2012 à 21:53 (CET)[répondre]
D'accord pour faire une séparation claire (en faisant des transferts dans Energie éolienne). Avant de te lancer, je te conseillerais de proposer un plan pour éviter de te faire reverter brutalement (l'article est parfois la proie des pros et antis éoliennes). Au passage, si tu peux rajouter un topo sur cà, ça serait super, bon courage. Skiff (d) 12 janvier 2012 à 06:26 (CET)[répondre]
Pour aller dans le même sens, j'avais posté en décembre dernier dans ""fond de l'article"" ce commentaire : ""Je trouve un peu regrettable que cet article, nonobstant sa qualité indiscutable, fasse la part belle aux aérogénérateurs et ne parle pas ou presque des autres utilisations de l'énergie récupérée, dont le pompage, la mouture, ... En effet les conditions de choix d'un site, par exemple, ne sont pas les mêmes selon le type d'éolienne à installer"". Ce serait bien d'en tenir compte dans la réorganisation...--Jack in the box (d) 27 janvier 2012 à 11:55 (CET)[répondre]"
151;éolienne;"Je suis d'accord avec la proposition de réorganisation, il y a actuellement mélanges de sujets et redondances entre les 2 articles; par contre l'essentiel du chapitre Avantages et critiques a probablement sa place dans le présent article. Abaca (d) 11 janvier 2012 à 21:53 (CET)[répondre]
D'accord pour faire une séparation claire (en faisant des transferts dans Energie éolienne). Avant de te lancer, je te conseillerais de proposer un plan pour éviter de te faire reverter brutalement (l'article est parfois la proie des pros et antis éoliennes). Au passage, si tu peux rajouter un topo sur cà, ça serait super, bon courage. Skiff (d) 12 janvier 2012 à 06:26 (CET)[répondre]
Pour aller dans le même sens, j'avais posté en décembre dernier dans ""fond de l'article"" ce commentaire : ""Je trouve un peu regrettable que cet article, nonobstant sa qualité indiscutable, fasse la part belle aux aérogénérateurs et ne parle pas ou presque des autres utilisations de l'énergie récupérée, dont le pompage, la mouture, ... En effet les conditions de choix d'un site, par exemple, ne sont pas les mêmes selon le type d'éolienne à installer"". Ce serait bien d'en tenir compte dans la réorganisation...--Jack in the box (d) 27 janvier 2012 à 11:55 (CET)[répondre]"
152;éolienne;"D'accord pour faire une séparation claire (en faisant des transferts dans Energie éolienne). Avant de te lancer, je te conseillerais de proposer un plan pour éviter de te faire reverter brutalement (l'article est parfois la proie des pros et antis éoliennes). Au passage, si tu peux rajouter un topo sur cà, ça serait super, bon courage. Skiff (d) 12 janvier 2012 à 06:26 (CET)[répondre]
Pour aller dans le même sens, j'avais posté en décembre dernier dans ""fond de l'article"" ce commentaire : ""Je trouve un peu regrettable que cet article, nonobstant sa qualité indiscutable, fasse la part belle aux aérogénérateurs et ne parle pas ou presque des autres utilisations de l'énergie récupérée, dont le pompage, la mouture, ... En effet les conditions de choix d'un site, par exemple, ne sont pas les mêmes selon le type d'éolienne à installer"". Ce serait bien d'en tenir compte dans la réorganisation...--Jack in the box (d) 27 janvier 2012 à 11:55 (CET)[répondre]"
153;éolienne;"Pour aller dans le même sens, j'avais posté en décembre dernier dans ""fond de l'article"" ce commentaire : ""Je trouve un peu regrettable que cet article, nonobstant sa qualité indiscutable, fasse la part belle aux aérogénérateurs et ne parle pas ou presque des autres utilisations de l'énergie récupérée, dont le pompage, la mouture, ... En effet les conditions de choix d'un site, par exemple, ne sont pas les mêmes selon le type d'éolienne à installer"". Ce serait bien d'en tenir compte dans la réorganisation...--Jack in the box (d) 27 janvier 2012 à 11:55 (CET)[répondre]"
154;éolienne;Parler de l'energie grise.
155;éolienne;"1.5km? Ca me parait beaucoup.
en effet, et j'ai la source de l'afsset, je la met dès que cette ébauche est au clair."
156;éolienne;en effet, et j'ai la source de l'afsset, je la met dès que cette ébauche est au clair.
157;éolienne;"En quoi est ce un inconvénient (ou un avantage). C'est un fait physique point barre.
Je ne sais pas, c'était déjà la... le fait qu'il faut beaucoup de place pour un champ éolien? c'est vrai que pour moi ça veut dire ""faisons de grandes éoliennes, elles seront espacées et donc moins polluantes visuellement"""
158;éolienne;"Je ne sais pas, c'était déjà la... le fait qu'il faut beaucoup de place pour un champ éolien? c'est vrai que pour moi ça veut dire ""faisons de grandes éoliennes, elles seront espacées et donc moins polluantes visuellement"""
159;éolienne;"Évacuation de la chaleur? qui vient d'où? il faudra développer.
pareil, les citations sont dans l'article. Doit-on vraiment développer? je crois qu'une synthèse serait mieux venu ici"
160;éolienne;pareil, les citations sont dans l'article. Doit-on vraiment développer? je crois qu'une synthèse serait mieux venu ici
161;éolienne;"Énergie = puissance? Oula, un raccourci bien peu respectueux de la physique.
c'est mieux?"
162;éolienne;c'est mieux?
163;éolienne;"J'aimerai bien connaitre le bruit au pied, à 100m d'une éolienne disons de 2MW moderne (et pas celle que je pourrait bricolé dans mon garage).
http://www.afsset.fr/upload/bibliotheque/978899576914371931356311364123/bruit_eoliennes_vdef.pdf, page 88 89"
164;éolienne;http://www.afsset.fr/upload/bibliotheque/978899576914371931356311364123/bruit_eoliennes_vdef.pdf, page 88 89
165;éolienne;quand je lis certaines sources j'ai envie de m'énerver... ex: 80% des cadavres de chauve souris trouvés à moins de 20m d'une éolienne. OK! mais l'étude ne va qu'à 30m! ou encore une source qui pose des question sans réponse, ou une qui est une série de photo et de graphes non commentés... bref, wikipédiens, faites attentions à ce que vous lisez, la présence d'une source ne veux rien dire!
166;éolienne;"Ok, mais des solutions existent (développement de pales furtives absorbant les ondes radars). Skiff (d) 20 février 2012 à 21:46 (CET)[répondre]
tout à fait, si tu peux faire une phrase concise avec ça ce serait bien (et une source! :) )"
167;éolienne;tout à fait, si tu peux faire une phrase concise avec ça ce serait bien (et une source! :) )
168;éolienne;"Bonjour,
Je suis plutôt d'accord avec toi sur la façon de traiter ces aspects. Je t'encourage donc à avancer sur cet article.
Une remarque, il faut penser à tout sourcer (avantage comme inconvénient), sinon on tombe vite dans le jugement personnel. Ludo Bureau des réclamations 20 février 2012 à 11:46 (CET)[répondre]
Oui je n'ai pas copié les sources mais elles sont dans l'article. Je suis d'accord avec les quelques modifs, mais pour moi l'idée est de faire au plus concis, sachant que l'article détaillé est la. ça ne se fait pas habituellement, mais on pourrait mettre une ligne au niveau du lien vers l'article détaillé, du genre ""les arguments présentés sont sujet à débat, et certains sont à pondérer à cause de problème ou de solution"" (oui c'est super mal dit je sais!)
Si tout le monde est d'accord, je replace les sources idoines, et je fait le changement (j'attends encore quelques jours bien sur)--Raphaël xyz 21 février 2012 à 15:42 (CET)[répondre]"
169;éolienne;Bonjour,
170;éolienne;Je suis plutôt d'accord avec toi sur la façon de traiter ces aspects. Je t'encourage donc à avancer sur cet article.
171;éolienne;"Une remarque, il faut penser à tout sourcer (avantage comme inconvénient), sinon on tombe vite dans le jugement personnel. Ludo Bureau des réclamations 20 février 2012 à 11:46 (CET)[répondre]
Oui je n'ai pas copié les sources mais elles sont dans l'article. Je suis d'accord avec les quelques modifs, mais pour moi l'idée est de faire au plus concis, sachant que l'article détaillé est la. ça ne se fait pas habituellement, mais on pourrait mettre une ligne au niveau du lien vers l'article détaillé, du genre ""les arguments présentés sont sujet à débat, et certains sont à pondérer à cause de problème ou de solution"" (oui c'est super mal dit je sais!)
Si tout le monde est d'accord, je replace les sources idoines, et je fait le changement (j'attends encore quelques jours bien sur)--Raphaël xyz 21 février 2012 à 15:42 (CET)[répondre]"
172;éolienne;"Oui je n'ai pas copié les sources mais elles sont dans l'article. Je suis d'accord avec les quelques modifs, mais pour moi l'idée est de faire au plus concis, sachant que l'article détaillé est la. ça ne se fait pas habituellement, mais on pourrait mettre une ligne au niveau du lien vers l'article détaillé, du genre ""les arguments présentés sont sujet à débat, et certains sont à pondérer à cause de problème ou de solution"" (oui c'est super mal dit je sais!)"
173;éolienne;Si tout le monde est d'accord, je replace les sources idoines, et je fait le changement (j'attends encore quelques jours bien sur)--Raphaël xyz 21 février 2012 à 15:42 (CET)[répondre]
174;éolienne;"oui, il y a du boulot! Et sur toute la section ""critiques"" qui est un ramassis de TI, POV (qu'ils pro ou anti-éoliens d'ailleurs). Deuxtroy (d) 21 août 2012 à 17:18 (CEST)[répondre]
oui, j'ai constaté que les lobby pro et anti interviennent régulièrement pour saccager le camp adverse. L'ennui c'est que c'est plus un camp qu'un autre et cela déséquilibre la NPOV.
cdt Erwan1972 (d) 26 août 2012 à 12:24 (CEST)[répondre]"
175;éolienne;oui, j'ai constaté que les lobby pro et anti interviennent régulièrement pour saccager le camp adverse. L'ennui c'est que c'est plus un camp qu'un autre et cela déséquilibre la NPOV.
176;éolienne;cdt Erwan1972 (d) 26 août 2012 à 12:24 (CEST)[répondre]
177;éolienne;"L'utilisation de neodyme dans les alternateurs est il un inconvénient des éoliennes, de l'énergie (électrique) d'origine éolienne ou de l'énergie électrique tout court ? Dans un cas il conviendrait de le préciser et de le sourcer, dans les deux autres le § n'a pas sa place ici (d'autant qu'il est mot à mot présent dans énergie éolienne. Lanredec (d) 1 octobre 2012 à 08:58 (CEST)[répondre]
fake news répandue : voir https://librairie.ademe.fr/energies-renouvelables-reseaux-et-stockage/492-terres-rares-energies-renouvelables-et-stockage-d-energies.html  Le néodyme est SEULEMENT utilisé sur des éoliennes off-shore. Et on peut en construire sans néodyme. Televore (discuter) 12 novembre 2021 à 20:14 (CET)[répondre]"
178;éolienne;fake news répandue : voir https://librairie.ademe.fr/energies-renouvelables-reseaux-et-stockage/492-terres-rares-energies-renouvelables-et-stockage-d-energies.html  Le néodyme est SEULEMENT utilisé sur des éoliennes off-shore. Et on peut en construire sans néodyme. Televore (discuter) 12 novembre 2021 à 20:14 (CET)[répondre]
179;éolienne;Je me disais bien que ça faisait pauvre comme information en 2 ans... donc modification approuvée, Cdt. Superboeuf (d) 7 octobre 2012 à 03:52 (CEST)[répondre]
180;éolienne;Dans Chouette hulotte on lit : « Comme chez la plupart des chouettes, le vol est rendu silencieux par ses plumes soyeuses et par une bordure de barbules fines placées sur le bord d'attaque des rémiges primaires les plus externes. »
181;éolienne;Dans Grand dauphin on lit :  « La peau des dauphins amortit les turbulences de l'eau, grâce à une structure alvéolaire et à des micro-déformations de sa surface »
182;éolienne;Est-ce-que ces techniques ont été essayées sur les éoliennes ? Où chercher des sources ? --Rical (d) 24 octobre 2012 à 01:17 (CEST)[répondre]
183;éolienne;Je propose à ce contributeur de faire ses modifs petit à petit, en commençant par ce qui lui semble le plus important, et en se présentant ici et en précisant ses intentions. Certaines de ses modifications sont intéressantes, mais elles sont noyées dans du sabrage d'info sourcées, des changements de sens de phrase etc.. La neutralité dans Wikipédia consiste à donner tous les points de vues pertinents, pas à remplacer un PdV par un autre, ou sabrer les PdV qui ne plaisent pas (ex : paragraphe sur la dépréciation de l'immobilier, entre autres). Avant tout communiquer : Wikipédia est un site collaboratif, et collaborer implique de communiquer. --Jean-Christophe BENOIST (d) 11 décembre 2012 à 11:15 (CET)[répondre]
184;éolienne;"Un des points qui ne va pas est la phrase « L'électricité éolienne n'est plus une énergie intermittente en France grâce au foisonnement », qui non seulement provoque une incohérence avec le paragraphe qui suit, mais aussi est trop affirmative alors que ce n'est pas l'avis général. Un bon traitement de cette information est d'écrire Selon untel.. ou Selon telle source.. l'électricité éolienne n'est plus une énergie intermittente en France.., et aussi, par symétrie, selon telles autres sources il s'agit d'une énergie intermittente. D'ailleurs, la source donnée pour cette phrase par ""Vérité"" est un site personnel à la notabilité difficilement estimable, ce qui est regrettable. --Jean-Christophe BENOIST (d) 11 décembre 2012 à 11:27 (CET)[répondre]
Le foisonnement permet de diminuer l'amplitude de l'intermittence surtout si les éoliennes sont installé dans des bassins de vent différents. Le foisonnement permet de moyenner la production, et donc de limiter les variations de production dans le temps, il ne la lisse pas complètement. Skiff (discuter) 13 août 2014 à 07:54 (CEST)[répondre]"
185;éolienne;Le foisonnement permet de diminuer l'amplitude de l'intermittence surtout si les éoliennes sont installé dans des bassins de vent différents. Le foisonnement permet de moyenner la production, et donc de limiter les variations de production dans le temps, il ne la lisse pas complètement. Skiff (discuter) 13 août 2014 à 07:54 (CEST)[répondre]
186;éolienne;"On peut apprécier (ou pas) votre humour, mais il ne s'agit pas de chiures de mouches : l'article parle d'insectes qui s'écrasent sur les pales ; il dit aussi que la perte de rendement n'est que passagère, le vent et la pluie nettoyant peu à peu les salissures. Il serait effectivement utile de citer cet article en créant un chapitre ""entretien-maintenance"".--Jpjanuel (discuter) 13 août 2014 à 11:22 (CEST)[répondre]
L'érosion, elle, est irréversible. Je ne sais pas s'il existe des données sur l'usure des pales, cela doit dépendre des sites j'imagine, mais il faudrait creuser. Autre chose, puisqu'on parle de maintenance, j'avais vu un reportage TV sur une réparation faite sur une pale d'éolienne montée suite à un délaminage (suite à un choc?). Les pales sont-elles instrumentées? Skiff (discuter) 13 août 2014 à 16:58 (CEST)[répondre]
De même, il n'y a rien sur la protection contre les chocs de foudre. Or, un composite ne doit pas trop aimer les chocs de foudre qui doivent inévitablement sur produire sur les pales. Y a-t-il comme sur les ailes des avions des fils conducteurs noyés dans le composite des pales? Il serait bien d'ajouter dans l'article comment on palie aux chocs de foudre sur les grandes éoliennes à axe horizontal. Skiff (discuter) 13 août 2014 à 17:05 (CEST)[répondre]"
187;éolienne;"L'érosion, elle, est irréversible. Je ne sais pas s'il existe des données sur l'usure des pales, cela doit dépendre des sites j'imagine, mais il faudrait creuser. Autre chose, puisqu'on parle de maintenance, j'avais vu un reportage TV sur une réparation faite sur une pale d'éolienne montée suite à un délaminage (suite à un choc?). Les pales sont-elles instrumentées? Skiff (discuter) 13 août 2014 à 16:58 (CEST)[répondre]
De même, il n'y a rien sur la protection contre les chocs de foudre. Or, un composite ne doit pas trop aimer les chocs de foudre qui doivent inévitablement sur produire sur les pales. Y a-t-il comme sur les ailes des avions des fils conducteurs noyés dans le composite des pales? Il serait bien d'ajouter dans l'article comment on palie aux chocs de foudre sur les grandes éoliennes à axe horizontal. Skiff (discuter) 13 août 2014 à 17:05 (CEST)[répondre]"
188;éolienne;De même, il n'y a rien sur la protection contre les chocs de foudre. Or, un composite ne doit pas trop aimer les chocs de foudre qui doivent inévitablement sur produire sur les pales. Y a-t-il comme sur les ailes des avions des fils conducteurs noyés dans le composite des pales? Il serait bien d'ajouter dans l'article comment on palie aux chocs de foudre sur les grandes éoliennes à axe horizontal. Skiff (discuter) 13 août 2014 à 17:05 (CEST)[répondre]
189;éolienne;Désolé, mais étant économiste et non pas technicien, je ne sens pas compétent pour traiter de ces sujets.--Jpjanuel (discuter) 13 août 2014 à 17:49 (CEST)[répondre]
190;éolienne;On pourrait éventuellement mentionner cet ouvrage dans la section Débats et critiques de l'article sur l'énergie éolienne. Ce n'est pas le sujet de cet article qui porte sur les différents modèles d'éoliennes. Ydecreux (discuter) 10 novembre 2016 à 07:52 (CET)[répondre]
